"rn","lcSn","bsshNm","telno","adres","etcAdres","zip","lcinfoLa","lcinfoLo","cl","clNm","scopeCd","scope","hmpg"
"166","50039740","(분당)라이프마트","031-702-0724","경기도 성남시 분당구 분당로 190-0","","13581","37.3736095","127.1301095","09","아동안전지킴이집","","",""
"167","50039752","(분당)럭키공인중개사","031-8016-7777","경기도 성남시 분당구 판교로 20-0","","13485","37.3878373","127.0858923","09","아동안전지킴이집","","",""
"168","50039758","(분당)모닝글로리 판교1호점","031-8016-0737","경기도 성남시 분당구 운중로 253-0","","13477","37.3895359","127.0911681","09","아동안전지킴이집","","",""
"169","50039776","(분당)모아분식","031-8016-5090","경기도 성남시 분당구 판교원로 237-0","","13483","37.3874821","127.0924125","09","아동안전지킴이집","","",""
"170","50039742","(분당)미래팜대학약국","031-717-7570","경기도 성남시 분당구 돌마로 46-0","","13630","37.3496755","127.1069426","09","아동안전지킴이집","","",""
"171","50039887","(분당)백현공인중개사","031-781-8822","경기도 성남시 분당구 백현로144번길 24-0","","13609","37.3720796","127.1121755","09","아동안전지킴이집","","",""
"172","50039775","(분당)백현홈마트","031-704-7172","경기도 성남시 분당구 판교역로 102-0","","13532","37.3898108","127.1119213","09","아동안전지킴이집","","",""
"173","50039745","(분당)부연정육점","031-702-4070","경기도 성남시 분당구 수내로 201-0","","13581","37.3706471","127.1291727","09","아동안전지킴이집","","",""
"174","50039889","(분당)분당우리약국","031-703-5248","경기도 성남시 분당구 장안로 27-0","","13583","37.3697166","127.1424154","09","아동안전지킴이집","","",""
"175","50039782","(분당)분당우체국","031-725-8000","경기도 성남시 분당구 황새울로 347-0","","13590","37.3868564","127.1229438","09","아동안전지킴이집","","",""
"176","50039769","(분당)비엠디온누리약국","031-707-1959","경기도 성남시 분당구 성남대로779번길 50-0","","13523","37.3994808","127.1229887","09","아동안전지킴이집","","",""
"177","50039759","(분당)산운명품크리닝","031-8017-7005","경기도 성남시 분당구 운중로113번길 4-15","","13461","37.3930365","127.0766137","09","아동안전지킴이집","","",""
"178","50043353","(분당)삼평동우체국","031-8017-3004","경기도 성남시 분당구 동판교로266번길 20-0,삼평동우체국","삼평동우체국","13490","37.4065029","37.4065029","09","아동안전지킴이집","","",""
"179","50039768","(분당)샬롬약국","031-709-4746","경기도 성남시 분당구 양현로94번길 21-0","","13568","37.3909725","127.1263515","09","아동안전지킴이집","","",""
"180","50039778","(분당)서현1동우체국","031-701-0004","경기도 성남시 분당구 중앙공원로39번길 31-0","","13588","37.3826824","127.1263235","09","아동안전지킴이집","","",""
"181","50039780","(분당)서현2동우체국","031-701-0106","경기도 성남시 분당구 분당로263번길 49-0","","13587","37.3725714","127.140949","09","아동안전지킴이집","","",""
"182","50039765","(분당)세븐일레븐 분당성우점","031-711-7025","경기도 성남시 분당구 구미로 16-0","","13638","37.3377032","127.1109439","09","아동안전지킴이집","","",""
"183","50039735","(분당)세븐일레븐 분당야탑2호점","031-781-9675","경기도 성남시 분당구 야탑로 105-0","","13505","37.4100253","37.4100253","09","아동안전지킴이집","","",""
"184","50039908","(분당)세븐일레븐 야탑엔즈빌점","031-781-7286","경기도 성남시 분당구 장미로48번길 14-0","","13496","37.4126367","127.1254674","09","아동안전지킴이집","","",""
"185","50039736","(분당)세븐일레븐 오리역점","031-713-4774","경기도 성남시 분당구 성남대로 38-0","","13637","37.3392861","127.1093453","09","아동안전지킴이집","","",""
"186","50039751","(분당)세븐일레븐 초림점","031-712-9165","경기도 성남시 분당구 내정로165번길 50-0","","13597","37.3771321","127.1154468","09","아동안전지킴이집","","",""
"187","50039749","(분당)수내동우체국","031-711-0004","경기도 성남시 분당구 내정로166번길 27-0","","13599","37.3715822","127.1215974","09","아동안전지킴이집","","",""
"188","50043097","(분당)수내약국","031-719-9043","경기도 성남시 분당구 내정로166번길 43-0,101호","101호","13599","37.37302205","37.40098","09","아동안전지킴이집","","",""
"189","50039918","(분당)아름문구","031-704-0450","경기도 성남시 분당구 장안로52번길 3-0","","13584","37.3708702","127.1449312","09","아동안전지킴이집","","",""
"190","50039785","(분당)안경박사 초림점","031-711-8646","경기도 성남시 분당구 내정로165번길 38-0","","13597","37.3763032","127.1166647","09","아동안전지킴이집","","",""
"191","50039900","(분당)야탑동우체국","031-709-8003","경기도 성남시 분당구 장미로86번길 17-0","","13505","37.4120539","127.1307496","09","아동안전지킴이집","","",""
"192","50039898","(분당)엄마약국","031-707-5440","경기도 성남시 분당구 불정로 379-0","","13586","37.3743311","127.1363562","09","아동안전지킴이집","","",""
"193","50039739","(분당)연세부동산","031-703-8924","경기도 성남시 분당구 느티로 65-0","","13610","37.3687788","127.1117967","09","아동안전지킴이집","","",""
"194","50039899","(분당)올림픽스포츠센터","02-3434-7906","경기도 성남시 분당구 중앙공원로 35-0","","13588","37.3809251","127.1287377","09","아동안전지킴이집","","",""
"195","50039774","(분당)운중동우체국","031-701-8302","경기도 성남시 분당구 운중로138번길 7-1","","13466","37.3907728","127.0786629","09","아동안전지킴이집","","",""
"196","50039902","(분당)유정약국","031-708-0927","경기도 성남시 분당구 벌말로 10-0","","","37.4086643","127.1391476","09","아동안전지킴이집","","",""
"197","50039755","(분당)정문약국","031-703-3119","경기도 성남시 분당구 중앙공원로40번길 42-0","","13589","37.3782828","127.1321218","09","아동안전지킴이집","","",""
"198","50039781","(분당)정자동우체국","031-714-9004","경기도 성남시 분당구 정자일로198번길 6-0","","13558","37.3676475","127.1063571","09","아동안전지킴이집","","",""
"199","50039897","(분당)중앙약국","031-703-7060","경기도 성남시 분당구 돌마로 478-0","","13586","37.3769676","127.1333903","09","아동안전지킴이집","","",""
"200","50039777","(분당)진흥문구","031-705-0727","경기도 성남시 분당구 양현로 138-0","","13567","37.3959777","127.1269259","09","아동안전지킴이집","","",""
"201","50038951","(분당)참시루","031-714-5033","경기도 성남시 분당구 느티로77번길 3-0,101호 정자동 65-6","101호 정자동 65-6","13610","37.3687782","127.1129257","09","아동안전지킴이집","","",""
"202","50039888","(분당)크린팜대학약국","031-712-4168","경기도 성남시 분당구 금곡로 233-0","","13617","37.3533078","127.1154668","09","아동안전지킴이집","","",""
"203","50039757","(분당)탑마을 오렌지약국","031-705-7634","경기도 성남시 분당구 야탑로69번길 21-0","","13497","37.4115978","127.1263154","09","아동안전지킴이집","","",""
"204","50039904","(분당)탑마을약국","031-703-5773","경기도 성남시 분당구 성남대로916번길 20-0","","13506","37.4101362","127.1297325","09","아동안전지킴이집","","",""
"205","50039911","(분당)파리바게트 분당중탑점","031-706-8203","경기도 성남시 분당구 벌말로 48-0","","13503","37.4120495","127.1387587","09","아동안전지킴이집","","",""
"206","50039738","(분당)파리바게트 상탑점","031-702-0268","경기도 성남시 분당구 야탑로 253-0","","13508","37.406988","127.1465654","09","아동안전지킴이집","","",""
"207","50043095","(분당)파리바게트 판교대장점","031-711-9969","경기도 성남시 분당구 대장동 627-5 파리바게뜨판교대장점,경기도 성남시 분당구 판교대장로 92","경기도 성남시 분당구 판교대장로 92","13544","37.3670483","37.3670483","09","아동안전지킴이집","","",""
"208","50039730","(분당)판교원약국","031-709-7577","경기도 성남시 분당구 판교원로 207-0","","13485","37.3875321","127.0883804","09","아동안전지킴이집","","",""
"209","50039895","(분당)피자스쿨 분당서현점","031-781-8295","경기도 성남시 분당구 중앙공원로39번길 7-0","","13588","37.3814701","127.1280991","09","아동안전지킴이집","","",""
"210","50043098","(분당)하나약국","031-716-3459","경기도 성남시 분당구 미금일로 71-0","","13632","37.3455939","37.3455939","09","아동안전지킴이집","","",""
"211","50038950","(분당)하늘미용실","031-721-4999","경기도 성남시 분당구 내정로 55-0,분산상가 103호","분산상가 103호","13611","37.36491318","127.11020708","09","아동안전지킴이집","","",""
"212","50039901","(분당)한국야쿠르트 야탑점","031-704-2918","경기도 성남시 분당구 야탑로161번길 16-8","","13504","37.4109681","127.1375059","09","아동안전지킴이집","","",""
"213","50039764","(분당)한솥도시락 분당수내역점","031-711-7008","경기도 성남시 분당구 내정로173번길 49-0","","13597","37.3773598","127.1157716","09","아동안전지킴이집","","",""
"214","50038024","(분당)한양세탁소","031-712-1589","경기도 성남시 분당구 내정로165번길 35-0","","13597","37.3751247","127.1145107","09","아동안전지킴이집","","",""
"215","50039744","(분당)현대세탁소","031-708-4950","경기도 성남시 분당구 중앙공원로 20-0","","13589","37.3778846","127.1294278","09","아동안전지킴이집","","",""
"216","50039905","(분당)홈케어굿모닝약국","031-707-1661","경기도 성남시 분당구 야탑로69번길 3-0","","13497","37.4100749","127.1263105","09","아동안전지킴이집","","",""
"217","50002984","(사)해안어린이집","053-981-9406","대구광역시 동구 방촌로 69-0,750","750","","35.8854348","128.6606612","09","아동안전지킴이집","","",""
"218","50043301","(상갈)GS25 기흥금화점","--","경기도 용인시 기흥구 금화로58번길 8-0,101호","101호","17072","37.263301","37.263301","09","아동안전지킴이집","","",""
"219","50001314","(서귀포)CU남제주점","064-764-2688","제주특별자치도 서귀포시 태위로 673-0","","63621","33.2791539","126.7184135","09","아동안전지킴이집","","",""
"220","50034359","(서귀포)CU모슬포점","064-794-5077","제주특별자치도 서귀포시 대정읍 상모리,3854-10","3854-10","699-934","33.2254029","126.2567634","09","아동안전지킴이집","","",""
"221","50041239","(서귀포)CU서귀동홍하나점","064-733-6199","제주특별자치도 서귀포시 동홍중앙로 30-0","","63589","33.2538792","126.5725494","09","아동안전지킴이집","","",""
"222","50038416","(서귀포)CU서귀사계중앙로점","--","제주특별자치도 서귀포시 산방로 363-1","","63528","33.2313207","126.2980332","09","아동안전지킴이집","","",""
"223","50041242","(서귀포)CU서귀월평동점","064-739-6396","제주특별자치도 서귀포시 월평동","","63562","33.2427688","126.4619261","09","아동안전지킴이집","","",""
"224","50001346","(서귀포)CU서귀포동홍점","064-762-2792","제주특별자치도 서귀포시 동홍동,1682","1682","697-839","33.2647173","126.5616622","09","아동안전지킴이집","","",""
"225","50036837","(서귀포)CU성산신산점","--","제주특별자치도 서귀포시 일주동로 5115-0","","63634","33.3801867","126.8763204","09","아동안전지킴이집","","",""
"226","50001360","(서귀포)CU제주서호점","064-739-2488","서귀포시 서호동  1476-8","","697-847","33.2510606","126.5113235","09","아동안전지킴이집","","",""
