"serial_no","place_name","phone_number","address","zip_code","sigungu","sido"
"50001352","(서귀포)갯바위 낚시프라자","064-763-5995","서귀포시 동홍동  64-2","697-834","서귀포시","제주"
"50036842","(서귀포)그리고꿈꾸다 미술교습소","064-732-9586","제주특별자치도 서귀포시 신서귀로76번길 6-4","63565","서귀포시","제주"
"50043170","(서귀포)꼬지엔푸드","--","제주특별자치도 서귀포시 일주동로 6248-0","63625","서귀포시","제주"
"50001312","(서귀포)남원문구사","064-764-3650","서귀포시 남원읍 남원리  104-3","699-941","서귀포시","제주"
"50001300","(서귀포)남원분무기","064-764-0445","서귀포시 남원읍 남원리  1345-10","699-941","서귀포시","제주"
"50001301","(서귀포)남원슈퍼","064-764-4964","서귀포시 남원읍 남원리  1339-6","699-941","서귀포시","제주"
"50001338","(서귀포)내입속의 김밥","064-762-7724","서귀포시 동홍동  648-13","697-837","서귀포시","제주"
"50001403","(서귀포)대정농협무릉지점","064-792-2007","서귀포시 대정읍 무릉리  2907-1","699-933","서귀포시","제주"
"50001400","(서귀포)대정상회","064-794-8081","서귀포시 대정읍 인성리 253","699-931","서귀포시","제주"
"50001323","(서귀포)대흥코사마트","064-733-8182","서귀포시 보목동  661-7","697-020","서귀포시","제주"
"50041241","(서귀포)돈키호테 샌드위치 앤 하몽","064-739-3217","제주특별자치도 서귀포시 호근남로 37-0","63569","서귀포시","제주"
"50001330","(서귀포)동산프라자약국","064-762-3532","서귀포시 서귀동  287-3","697-843","서귀포시","제주"
"50001332","(서귀포)동홍코사마트","064-732-3546","서귀포시 동홍동  588-1","697-837","서귀포시","제주"
"50041235","(서귀포)따라비휴게편의점","064-787-0604","제주특별자치도 서귀포시 세성로 269-0","63625","서귀포시","제주"
"50043173","(서귀포)마을을 그리는 아이들","--","제주특별자치도 서귀포시 호근남로 37-0","63569","서귀포시","제주"
"50001396","(서귀포)모닝글로리","064-794-6964","서귀포시 대정읍 상모리  3867-3","699-934","서귀포시","제주"
"50031926","(서귀포)무지개음악학원","064-732-7734","제주특별자치도 서귀포시 동홍동 92-16","697-834","서귀포시","제주"
"50001282","(서귀포)밀감향기","064-787-0773","서귀포시 표선면 세화리  1526-3","699-913","서귀포시","제주"
"50001399","(서귀포)보성식당","064-794-7782","서귀포시 대정읍 보성리 1729","699-931","서귀포시","제주"
"50036849","(서귀포)뷰티헤어클럽","064-794-2336","제주특별자치도 서귀포시 상모로290번길 29-0","","서귀포시","제주"
"50041233","(서귀포)사러가쇼핑","064-787-1800","제주특별자치도 서귀포시 표선중앙로43번길 14-7","63629","서귀포시","제주"
"50001392","(서귀포)삼거리슈퍼","064-794-5044","서귀포시 안덕면 덕수리  2237-4","699-922","서귀포시","제주"
"50001329","(서귀포)새싹문구사","064-762-5818","서귀포시 서귀동  285-21","697-843","서귀포시","제주"
"50001394","(서귀포)서광주유소","064-794-8822","서귀포시 안덕면 서광리  714-1","699-923","서귀포시","제주"
"50001320","(서귀포)서귀포약국","064-762-6000","서귀포시 서귀동  301-10","697-844","서귀포시","제주"
"50001285","(서귀포)성읍슈퍼","064-787-4707","서귀포시 표선면 성읍리 766","","서귀포시","제주"
"50001343","(서귀포)세븐일레븐동홍점","064-732-9922","서귀포시 동홍동  412-3","697-835","서귀포시","제주"
"50001349","(서귀포)세븐일레븐서귀포서귀점","064-763-0711","서귀포시 서귀동  263-17","697-843","서귀포시","제주"
"50043172","(서귀포)소곰밭원당","--","제주특별자치도 서귀포시 동일하모로 37-0","63506","서귀포시","제주"
"50001372","(서귀포)송이슈퍼","064-739-1952","서귀포시 월평동 511","697-360","서귀포시","제주"
"50001299","(서귀포)스피드세탁소","064-764-4070","제주특별자치도 서귀포시 태위로 657-0","63621","서귀포시","제주"
"50001347","(서귀포)신안마트","064-763-2132","제주특별자치도 서귀포시 동홍동 1688","697-839","서귀포시","제주"
"50001309","(서귀포)신토불이 우리농산","064-739-3300","서귀포시 남원읍 하례리  329-3","699-946","서귀포시","제주"
"50001342","(서귀포)아이세상문구점","064-767-2286","제주특별자치도 서귀포시 동홍동 61-16","697-834","서귀포시","제주"
"50041232","(서귀포)알파제주성산점","064-784-2939","제주특별자치도 서귀포시 고성오조로 58-0","63640","서귀포시","제주"
"50034347","(서귀포)애드리문구","064-738-0141","제주특별자치도 서귀포시 중문동 1977-3","697-857","서귀포시","제주"
"50001306","(서귀포)예촌편의점","064-767-1547","서귀포시 남원읍 신례리  830-4","699-943","서귀포시","제주"
"50001270","(서귀포)오조리사무소","064-782-3182","서귀포시  성산읍 오조리  155-1","699-906","서귀포시","제주"
"50001310","(서귀포)오토큐 남원점","064-767-3800","서귀포시 남원읍 하례리  348-1","699-946","서귀포시","제주"
"50001380","(서귀포)원정할인마트","064-738-1304","서귀포시 하예동  3-1","697-310","서귀포시","제주"
"50001344","(서귀포)유신사크리닝","064-763-3677","서귀포시 동홍동  147-2","697-835","서귀포시","제주"
"50001305","(서귀포)정도체육관","064-764-5673","서귀포시 남원읍 위미리  4140-1","699-944","서귀포시","제주"
"50034349","(서귀포)제남마트","064-762-6915","제주특별자치도 서귀포시 토평동 1277-1","697-859","서귀포시","제주"
"50001267","(서귀포)제일약국","064-783-0606","서귀포시 성산읍 고성리  313-6","699-901","서귀포시","제주"
"50001319","(서귀포)주니미용실","064-763-0765","서귀포시 서홍동  445-1","697-851","서귀포시","제주"
"50034350","(서귀포)준영슈퍼","064-732-7390","제주특별자치도 서귀포시 서귀동 733-1","697-840","서귀포시","제주"
"50037879","(서귀포)지영슈퍼","064-794-7940","제주특별자치도 서귀포시 한창로 1-0","63532","서귀포시","제주"
"50001337","(서귀포)천지슈퍼","064-762-5672","서귀포시 서귀동  587-14","697-842","서귀포시","제주"
"50001278","(서귀포)코끼리마트","064-787-0033","서귀포시 표선면 표선리 604","699-914","서귀포시","제주"
"50001333","(서귀포)피카츄문구사","064-733-4014","서귀포시 동홍동  60-4","697-834","서귀포시","제주"
"50001356","(서귀포)하늘정원꽃집","064-763-6979","제주특별자치도 서귀포시 서홍동 445-11","697-851","서귀포시","제주"
"50001269","(서귀포)하동철물상사","064-782-4715","서귀포시  성산읍 오조리  1035-20","699-906","서귀포시","제주"
"50001374","(서귀포)하동코사마트","064-738-0921","서귀포시 하원동  396-3","697-340","서귀포시","제주"
"50001277","(서귀포)학생백화점","064-787-1454","서귀포시 표선면 표선리  569-1","699-914","서귀포시","제주"
"50001345","(서귀포)한나슈퍼","064-762-6558","서귀포시 동홍동  353-1","697-705","서귀포시","제주"
"50001397","(서귀포)한솔 플라워","064-794-3330","서귀포시 대정읍 하모리  1567-1","699-935","서귀포시","제주"
"50041240","(서귀포)해오른 멘사 SG학원","064-767-2660","제주특별자치도 서귀포시 동홍북로 11-0","63586","서귀포시","제주"
"50034360","(서귀포)행복슈퍼","--","제주특별자치도 서귀포시 표선면 세화리 256-1","699-913","서귀포시","제주"
"50036848","(서귀포)행복한가게세탁소","064-792-7007","제주특별자치도 서귀포시 상모로290번길 29-0","","서귀포시","제주"
"50001340","(서귀포)현대마트","064-733-4411","서귀포시 서귀동  553-1","","서귀포시","제주"
"50001321","(서귀포)현대약국","064-733-6143","서귀포시 서귀동  294-30","697-844","서귀포시","제주"
"50001292","(서귀포)형수슈퍼","064-764-0601","서귀포시 남원읍 의귀리 1485","","서귀포시","제주"
"50001383","(서귀포)화순슈퍼","064-794-9300","서귀포시 안덕면 화순리  1291-6","699-923","서귀포시","제주"
"50001361","(서귀포)황궁식당","064-739-7128","서귀포시 법환동  1254","697-110","서귀포시","제주"
"50043300","(서천)힐스테이트 서천역 부동산","031-206-4848","경기도 용인시 기흥구 서천동 힐스테이트 서천@ 상가동 102호","17108","용인시","경기"
"50039024","(수원서부) CU 수원신곡점","--","경기도 수원시 권선구 세권로101번길 2-0 CU수원신곡점","16577","수원시","경기"
"50007313","(수원서부) CU 탑동하나점","--","경기도 수원시 권선구 하탑로34번길 25-0","16610","수원시","경기"
"50039689","(수원서부) CU 호매실스카이점","031-227-5430","경기도 수원시 권선구 호매실로166번길 33-0 힐스테이트18단지 상가1층","16629","수원시","경기"
"50039022","(수원서부) CU센트럴타운점","031-237-2805","경기도 수원시 권선구 권선로537번길 26-8 CU수원센트럴타운점","16572","수원시","경기"
"50039187","(수원서부) CU수원마암점","031-297-1619","경기도 수원시 권선구 입북로77번길 61-0 서수원레이크푸르지오 2단지 상가내","16365","수원시","경기"
"50039020","(수원서부) GS 25 매산중앙점","031-224-5788","경기도 수원시 팔달구 효원로60번길 30-0","16460","수원시","경기"
"50039016","(수원서부) GS 25 수원 당수점","031-501-3136","경기도 수원시 권선구 당진로 17-0","16376","수원시","경기"
"50007374","(수원서부) GS25 호매실점","031-292-3551","경기도 수원시 권선구 노림로 15-0","16399","수원시","경기"
"50007356","(수원서부) 강남부동산","031-296-4100","경기도 수원시 권선구 서수원로 607-0","16392","수원시","경기"
"50007295","(수원서부) 강남부동산","031-295-4600","경기도 수원시 권선구 수성로 18-0","16426","수원시","경기"
"50007329","(수원서부) 거산세탁","031-297-6407","경기도 수원시 권선구 고현로5번길 25-0","16649","수원시","경기"
"50037961","(수원서부) 고색문구","--","경기도 수원시 권선구 매송고색로 682-0","16650","수원시","경기"
"50007299","(수원서부) 금강부동산","031-298-8500","경기도 수원시 권선구 세화로168번길 15-0","16620","수원시","경기"
"50038613","(수원서부) 금강약국","031-295-1962","경기도 수원시 권선구 세화로168번길 16-0 탑빌딩 101호","16621","수원시","경기"
"50033331","(수원서부) 금곡동 우편취급국","031-293-2009","경기도 수원시 권선구 금호로 59-15","441-841","수원시","경기"
"50039155","(수원서부) 금호약국","031-292-9107","경기도 수원시 권선구 매실로 70-0 상가 103호","16395","수원시","경기"
"50007333","(수원서부) 김밥천국","031-291-0510","경기도 수원시 권선구 오목천로 31-0","16636","수원시","경기"
"50007341","(수원서부) 남문디지털인쇄","031-242-4780","경기도 수원시 팔달구 팔달산로 5-0","16463","수원시","경기"
"50043287","(수원서부) 네오프린팅","--","경기도 수원시 팔달구 향교로 92-0","16457","수원시","경기"
"50007284","(수원서부) 녹색꽃식물원","031-235-1012","경기도 수원시 권선구 권선로538번길 34-0","16593","수원시","경기"
"50034183","(수원서부) 다농할인마트","031-293-9464","경기도 수원시 권선구 상탑로 121-0 희성연인@ 상가","16616","수원시","경기"
"50007352","(수원서부) 대명설비철물","031-295-1178","경기도 수원시 권선구 입북로 37-0","16367","수원시","경기"
"50043432","(수원서부) 던킨도너츠 수원매교점","--","경기도 수원시 권선구 세류동","16572","수원시","경기"
"50035838","(수원서부) 두배로마트","031-295-6005","경기도 수원시 권선구 호매실로165번길 28-0","16628","수원시","경기"
